CODVIA,NOMVIA,NUMERO,NOM_ACTIVITAT,GRUP,TIPUS,CATEGORIA,LAT,LNG,WEBSITE,TELEFON,HORARI,FONT,BARRI,DISTRICTE,ADRECA,CCAE
,c. de l' Estrella,128,ABORA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5427,2.10732,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Estrella, 128 B 1r 2a",Activitats de medicina especialitzada
,c. de Montserrat,5,ALONSO CENTRE MEDIC DENTAL,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5474,2.11198,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Montserrat, 5 B Bxs",Activitats odontològiques
,Rambla,107,AMPLIFON,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5432,2.11006,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 107 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de l' Estrella,110,AVAN,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5442,2.11035,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Estrella, 110 Bxs",Activitats de medicina especialitzada
,c. de Colom,48,BELLVER CONSULTA DE PODOLOGIA,Salut - Medicina,activitat_econòmica,Altres activitats sanitàries,41.547,2.11007,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Colom, 48 Bxs 5a",Altres activitats sanitàries
,c. de Sant Cugat,114,CENTRE D'OFTALMOLOGIA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5422,2.11125,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Cugat, 114 1r",Activitats de medicina especialitzada
,c. de Sant Cugat,116,CENTRE D'OFTALMOLOGIA INSTITUT DE LA RETINA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5434,2.10651,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Cugat, 116 Bxs",Activitats de medicina especialitzada
,c. de Sant Antoni Maria Claret,18,CENTRE DE CARDIOLOGIA LOUBAD & IRIARTE,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5473,2.1055,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 18 4t 1a",Activitats de medicina especialitzada
,c. de les Valls,28,CENTRE HABILIS,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5473,2.1055,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 28 1r 1a",Activitats de medicina especialitzada
,c. de Sant Pau,159,CENTRE PODOLOLOGIC,Salut - Medicina,activitat_econòmica,Altres activitats sanitàries,41.5468,2.10132,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 159 Bxs",Altres activitats sanitàries
,c. de Sant Pau,2,CLINICA DENTAL BORRELL,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5475,2.11274,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 2 1r 2a",Activitats odontològiques
,rda. de Zamenhof,149,CLINICA DENTAL DR. J. ESPINOZA,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5422,2.11884,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 149 1r 1a",Activitats odontològiques
,c. del Sol,35,CLINICA DENTAL SALES,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5463,2.10622,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 35 Bxs 2a",Activitats odontològiques
,pg. de la Plaça Major,21,CLINICA ODONTOLOGICA SERRA RISTOL,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5459,2.10884,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 21 3r 1a",Activitats odontològiques
,c. de Sant Pau,7,CLINICA PODOLOGICA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.547,2.10568,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 7 2n 1a",Activitats de medicina especialitzada
,c. de l' Església,7,CLINICA SANT FELIX,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5416,2.10522,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Església, 7 1r A",Activitats odontològiques
,pl. de Sant Roc,23,COTTET,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5482,2.10718,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Roc, 23 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,pl. de Sant Roc,23,COTTET CENTRE AUDITIU,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5461,2.10566,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Roc, 23 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,pg. de Manresa,3,DARIL,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.547,2.11193,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 3 1r 1a",Activitats de medicina especialitzada
,c. de Bosch i Cardellach,84,DIGITAL FACTORY,Salut - Dental,activitat_econòmica,Fabricació d'instruments i subministraments mèdics i odontològics,41.5474,2.09478,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Bosch i Cardellach, 84 Bxs",Fabricació d'instruments i subministraments mèdics i odontològics
,pg. de Manresa,20,DOCTORA MARTA LARROSA PADRO REUMATOLOGA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5486,2.10819,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 20 1r 2a",Activitats de medicina especialitzada
,pl. de Catalunya,17,DR ULLOT FONT TRAUMATOLOGIA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5456,2.09625,,,,sabadellempresa.cat,HOSTAFRANCS,1,"pl. de Catalunya, 17 1r 2a",Activitats de medicina especialitzada
,c. del Sol,4,DR. HERRERO VILA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5409,2.10575,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 4 1r",Activitats de medicina especialitzada
,pl. de l' Àngel,10,DR. SERRA AMENGUAL CIRUGIA MÁXILOFACIAL,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5464,2.09957,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de l' Àngel, 10 2n 2a",Activitats odontològiques
,c. de Sant Antoni Maria Claret,21,FARMACIA ARGELAGUET,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5479,2.0991,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 21 Bxs 2a",Comerç al detall de productes farmacèutics en establiments especialitzats
,c. del Carme,10,FARMACIA BAGAN,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5409,2.11134,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Carme, 10 Bxs",Comerç al detall de productes farmacèutics en establiments especialitzats
,via de Massagué,40,FARMACIA BLANCHART,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5482,2.11137,,,,sabadellempresa.cat,EL CENTRE,1,"via de Massagué, 40 Bxs",Comerç al detall de productes farmacèutics en establiments especialitzats
,rda. de Ponent,17,FARMACIA COROMINAS,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5458,2.11191,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 17 Bxs 6a",Comerç al detall de productes farmacèutics en establiments especialitzats
,c. de Colom,5,FARMACIA DEL MERCAT,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.545,2.11995,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Colom, 5 Bxs",Comerç al detall de productes farmacèutics en establiments especialitzats
,pg. de la Plaça Major,29,FARMACIA GARRIGA,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5478,2.1065,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 29 Bxs",Comerç al detall de productes farmacèutics en establiments especialitzats
,c. de Sallarès i Pla,140,FARMACIA M. GARRIGA,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5409,2.11164,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sallarès i Pla, 140 Bxs",Comerç al detall de productes farmacèutics en establiments especialitzats
,pl. de l' Àngel,12,FARMACIA MARTA GILI,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5423,2.10516,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de l' Àngel, 12 Bxs",Comerç al detall de productes farmacèutics en establiments especialitzats
,Rambla,167,FARMACIA MORALES,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5468,2.09645,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 167 Bxs 1a",Comerç al detall de productes farmacèutics en establiments especialitzats
,rda. de Ponent,173,FARMACIA ORTOPEDIA LLOP,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5467,2.09647,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 173 Bxs A",Comerç al detall de productes farmacèutics en establiments especialitzats
,rda. de Zamenhof,145,FARMACIA PAREJA,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5466,2.09655,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 145 Bxs 1a",Comerç al detall de productes farmacèutics en establiments especialitzats
,Rambla,26,FARMACIA SEGALAS,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5495,2.1023,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 26 Bxs",Comerç al detall de productes farmacèutics en establiments especialitzats
,c. de Covadonga,310,FARMACIA TRES CREUS,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5446,2.1132,,,,sabadellempresa.cat,COVADONGA,1,"c. de Covadonga, 310 Bxs 2a",Comerç al detall de productes farmacèutics en establiments especialitzats
,Rambla,229,FARMACIA VINYES COSTA,Farmàcies,activitat_econòmica,Comerç al detall de productes farmacèutics en establiments especialitzats,41.5402,2.11318,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 229 1 Bxs 1a",Comerç al detall de productes farmacèutics en establiments especialitzats
,c. de Jovellanos,6,GAFAS.ES,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5453,2.11617,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Jovellanos, 6 Bxs B",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,Rambla,5,GENERAL OPTICA,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5466,2.10703,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 5 Bxs Esq",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de les Tres Creus,154,GIRALT CLINIC,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5424,2.10421,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 154 Bxs",Activitats odontològiques
,c. de Sant Antoni Maria Claret,18,GIRVENT TRAUMATOLOGIA I ORTOPEDIA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5487,2.10551,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 18 3r 2a",Activitats de medicina especialitzada
,Rambla,109,GRIMALT DERMATOLOGIA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5438,2.11321,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 109B 2n 2a",Activitats de medicina especialitzada
,rda. de Zamenhof,153,INPS INSTITUT DE NEUROPSICOLOGIA I PSICOLOGIA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5466,2.10661,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 153 4t 2a",Activitats de medicina especialitzada
,c. de Calderón,194,INSTITUT IMPLANTOLOGIC DENTAL SWISSDENTIS,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5464,2.10664,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 194 Bxs",Activitats odontològiques
,Rambla,62,INSTITUTO OFTALMOLOGICO HOYOS,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5448,2.09914,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 62 4t 1a",Activitats de medicina especialitzada
,c. de Calderón,63,LABORATORI DE PROTESI DENTAL ENRIQUE CASTILLA,Salut - Dental,activitat_econòmica,Fabricació d'instruments i subministraments mèdics i odontològics,41.5457,2.10549,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 63 Bxs 2a",Fabricació d'instruments i subministraments mèdics i odontològics
,c. del Vallès,36,LABORATORI DE PROTESIS DENTALS,Salut - Dental,activitat_econòmica,Fabricació d'instruments i subministraments mèdics i odontològics,41.5457,2.10529,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Vallès, 36 Bxs",Fabricació d'instruments i subministraments mèdics i odontològics
,c. de Gràcia,103,MARRERO ORTODONCIA,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5496,2.10875,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 103 Bxs",Activitats odontològiques
,c. de Calderón,160,MIGUEL AGUILAR NEUROCIRURGIA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5474,2.11226,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 160 B 1r 2a",Activitats de medicina especialitzada
,c. de Sant Joan,47,MIPTU ESPAI MEDIC DENTAL,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5481,2.1076,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Joan, 47 Bxs",Activitats odontològiques
,c. de Casanovas i Bosch,52,NEUROLOGIA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.544,2.11897,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Casanovas i Bosch, 52 Bxs 1a",Activitats de medicina especialitzada
,c. de la Indústria,19,NOVAMEDICUM,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5454,2.10772,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Indústria, 19 Bxs 1a",Activitats de medicina especialitzada
,pg. de la Plaça Major,1,OPTICA ANDORRANA,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5478,2.11188,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 1 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,pl. de Sant Roc,7,OPTICA UNIVERSITARIA,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5473,2.1055,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Roc, 7 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de l' Escola Industrial,13,OPTICALIA MARTIN,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5446,2.11532,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Escola Industrial, 13 Bxs 1a",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de Sant Pau,13,ORTOPEDIA ARRAHONA,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5455,2.10827,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 13 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de l' Horta Novella,69,PODOLOGIA,Salut - Medicina,activitat_econòmica,Altres activitats sanitàries,41.548,2.10561,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Horta Novella, 69 Bxs 1a",Altres activitats sanitàries
,c. de Sant Quirze,34,RESPLENDENT,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5473,2.10807,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Quirze, 34 Bxs EX",Activitats odontològiques
,c. de Turull,67,SENSE NOM COMERCIAL,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5431,2.10949,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Turull, 67 Bxs",Activitats de medicina especialitzada
,c. del Pare Sallarès,2,SENSE NOM COMERCIAL,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.546,2.11308,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Pare Sallarès, 2C Bxs 4a",Activitats de medicina especialitzada
,c. de la República,8,SENSE NOM COMERCIAL,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5483,2.10687,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la República, 8 3r 1a",Activitats de medicina especialitzada
,c. de Corominas,114,SENSE NOM COMERCIAL,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.5448,2.1173,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Corominas, 114 2n 1a",Activitats odontològiques
,pg. de Manresa,20,SENSE NOM COMERCIAL,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5428,2.1182,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 20 Ent 1a",Activitats de medicina especialitzada
,c. del Pare Sallarès,69,SENSE NOM COMERCIAL,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5462,2.1133,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Pare Sallarès, 69 Bxs",Activitats de medicina especialitzada
,Rambla,162,SONIA GIUSSANI - PODOLEG,Salut - Medicina,activitat_econòmica,Altres activitats sanitàries,41.5414,2.11142,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 162 1r 1a",Altres activitats sanitàries
,c. de Sant Antoni Maria Claret,1,STETIC MEDIC,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.5459,2.10884,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni Maria Claret, 1 3r 1a",Activitats de medicina especialitzada
,pl. de Joan Oliu,7,TRAUMA SALUT,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.54460141,2.10735538,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Joan Oliu, 7 Bxs",Activitats de medicina especialitzada
,c. de Casanovas i Bosch,52,TRAUMATOLOGIA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.54690092,2.11420365,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Casanovas i Bosch, 52 Bxs 1a",Activitats de medicina especialitzada
,c. de Josep Renom,74,UROLOGIA ANDROLOGIA,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.54998474,2.10095092,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Josep Renom, 74 Bxs 2a",Activitats de medicina especialitzada
,c. de Montserrat,1,VASCULAR VALLES,Salut - Medicina,activitat_econòmica,Activitats de medicina especialitzada,41.54322479,2.11037592,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Montserrat, 1 Bxs",Activitats de medicina especialitzada
,Rambla,60,WIDEX AUDÍFONS,Salut - Medicina,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.54462668,2.10984521,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 60 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de Corominas,35,ZIVING,Salut - Dental,activitat_econòmica,Activitats odontològiques,41.54742822,2.1042699,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Corominas, 35 Bxs",Activitats odontològiques
765,c. del Portal de la Floresta,25,Farmacia Planas-Codinach,Farmàcies,pharmacy,equipament,41.5760979,2.0862118,,+34937167574,"Mo-Sa 09:00-13:30,16:30-20:30",OSM,,DISTRICTE 1,"c. del Portal de la Floresta, 25",
1085,c. de Juvenal,12,"Farmàcia Herrero Torres, Ignacio",Farmàcies,pharmacy,equipament,41.5552276,2.0850427,,+34937160827,,OSM,,DISTRICTE 1,"c. de Juvenal, 12",
1410,av. de la Concòrdia,48,"Farmàcia Cruset Garrell, Núria",Farmàcies,pharmacy,equipament,41.5601246,2.0951319,,+34937230794,,OSM,,DISTRICTE 1,"av. de la Concòrdia, 48",
1025,c. de la Lusitània,2,"Farmàcia Colomina Brusau, M. Rosa",Farmàcies,pharmacy,equipament,41.5581798,2.095087,,+34937162335,,OSM,,DISTRICTE 1,"c. de la Lusitània, 2",
1388,c. de Covadonga,310,Farmàcia Tres Creus,Farmàcies,pharmacy,equipament,41.5463688,2.1171732,,+34937258185,"Mo,Sa 09:00-14:30,16:30-20:30",OSM,,DISTRICTE 1,"c. de Covadonga, 310",
774,c. de Plini el Vell,1-5,,Farmàcies,pharmacy,equipament,41.5581711,2.0858445,,+34937165497,"Mo-Fr 09:00-13:30,16:30-20:30",OSM,,DISTRICTE 1,"c. de Plini el Vell, 1-5",
1500,c. de Candanchú,31,"Farmàcia de Cáceres Botello, José Ignacio",Farmàcies,pharmacy,equipament,41.572842,2.0892669,,+34937163171,,OSM,,DISTRICTE 1,"c. de Candanchú, 31",
1505,c. de Campoamor,40,"Farmàcia Bernardo Bech, Roser",Salut - Medicina,medical_supply,comerç,41.52821,2.1092673,,+34937104342,,OSM,,DISTRICTE 1,"c. de Campoamor, 40",
1458,c. de Castellar del Vallès,222,C.A.P. Creu Alta,Salut - Medicina,clinic,equipament,41.5605371,2.1003567,,,,OSM,,DISTRICTE 1,"c. de Castellar del Vallès, 222",
841,c. del Papa Pius XI,116,"Clínica accidentes de tráfico, Sabadell",Salut - Medicina,clinic,equipament,41.5535059,2.1027843,,,,OSM,,DISTRICTE 1,"c. del Papa Pius XI, 116",
1184,c. de Gràcia,78 bis,Clínica Radiografía,Salut - Medicina,clinic,equipament,41.5490955,2.105812,,,,OSM,,DISTRICTE 1,"c. de Gràcia, 78 bis",
450,c. de Zurbano,3 baix-B,Centre Radiològic SBD,Salut - Medicina,doctors,equipament,41.540815,2.1111115,http://www.crsbd.info,+34 937450324,"Mo, We 08:30-13:00,15:30-19:00; Tu, Th 08:30-13:00,15:30-20:00; Fr 08:30-13:00,15:30-17:00",OSM,,DISTRICTE 1,"c. de Zurbano, 3 baix-B",
965,av. de Matadepera,7,"Farmàcia Relat Vidal, Jordi",Farmàcies,pharmacy,equipament,41.5635881,2.0905697,,+34937161065,,OSM,,DISTRICTE 1,"av. de Matadepera, 7",
452,rda. de Zamenhof,145,"Farmàcia Pareja Cozcolluela, Josep Manel",Farmàcies,pharmacy,equipament,41.5504459,2.1002161,http://www.farmaciapareja.com,+34 937265628,"Sa,Su 09:00-22:00; Mo-Fr 08:00-22:00",OSM,,DISTRICTE 1,"rda. de Zamenhof, 145",
569,c. de Sol i Padrís,116,"Farmàcia Capdevila Bassols, Anna M.",Farmàcies,pharmacy,equipament,41.5353796,2.1194049,,+34937122574,,OSM,,DISTRICTE 1,"c. de Sol i Padrís, 116",
767,rda. de Ponent,1,"Farmàcia Corominas Riqué, Cristina",Farmàcies,pharmacy,equipament,41.5448666,2.0996551,,+34937269704,,OSM,,DISTRICTE 1,"rda. de Ponent, 1",
659,c. de Sallarès i Pla,140,"Farmàcia Garriga Majo, Marta",Farmàcies,pharmacy,equipament,41.5424785,2.1139767,,+34937259757,,OSM,,DISTRICTE 1,"c. de Sallarès i Pla, 140",
1370,raval de Dins,17,Consulta Dra. Imma Viñolas,Salut - Medicina,doctors,equipament,41.5497711,2.1081885,https://www.draimmavinolas.com/,,Mo-Su 09:00-18:00,OSM,,DISTRICTE 1,"raval de Dins, 17",
1538,c. de Borràs,8,"Farmàcia Garrell Capdevila, Joan",Farmàcies,pharmacy,equipament,41.5516125,2.1036518,,,"PH,Mo-Su 09:00-22:00",OSM,,DISTRICTE 1,"c. de Borràs, 8",
756,ctra. de Prats de Lluçanès,84-89,"Farmàcia Torres Costa, L. / Matarranz Torres, L.",Farmàcies,pharmacy,equipament,41.5569889,2.1020879,,+34937161383,"Mo-Fr 09:00-13:30,16:45-20:15+; PH,Su off; Sa 09:00-13:30,16:45-20:15; Sa off",OSM,,DISTRICTE 1,"ctra. de Prats de Lluçanès, 84-89",
1466,c. del Carme,10,"Farmàcia Bagan Tapioles, Montserrat",Farmàcies,pharmacy,equipament,41.5487159,2.1113324,,+34937250303,,OSM,,DISTRICTE 1,"c. del Carme, 10",
469,c. de Viladomat,20-24,"Farmàcia Mujal Viñals, Assumpció",Farmàcies,pharmacy,equipament,41.5400118,2.1049833,,+34937100543,,OSM,,DISTRICTE 1,"c. de Viladomat, 20-24",
1588,av. de Barberà,226,"Farmàcia Bofi Martinez, Patricia",Farmàcies,pharmacy,equipament,41.5350045,2.114534,,+34938545286,,OSM,,DISTRICTE 1,"av. de Barberà, 226",
978,pl. de Marquilles,4,"Farmàcia Pons Samaranch, Isabel",Farmàcies,pharmacy,equipament,41.5460525,2.1056977,,+34937256745,"PH,Mo-Su 09:00-22:00",OSM,,DISTRICTE 1,"pl. de Marquilles, 4",
1674,via Alexandra,37,"Farmàcia Puig Camarero, Lluis",Farmàcies,pharmacy,equipament,41.5550041,2.0875782,,,,OSM,,DISTRICTE 1,"via Alexandra, 37",
507,c. de València,19,"Farmàcia Martín Poveda, Ma. Dolores",Farmàcies,pharmacy,equipament,41.5657766,2.0957131,,+34937166238,,OSM,,DISTRICTE 1,"c. de València, 19",
1009,c. de Malta,70,"Farmàcia Busquet Mitjà, M. Àngels",Farmàcies,pharmacy,equipament,41.5470038,2.0836812,,+34937204911,,OSM,,DISTRICTE 1,"c. de Malta, 70",
1587,ctra. de Barcelona,219,"Farmàcia Montané Bombardó, Glòria",Farmàcies,pharmacy,equipament,41.5386801,2.1077842,,+34937260539,,OSM,,DISTRICTE 1,"ctra. de Barcelona, 219",
1609,pl. de Còrdova,14-15,"Farmàcia Franco García, M. Pilar",Farmàcies,pharmacy,equipament,41.5609502,2.0826251,,+34937465026,,OSM,,DISTRICTE 1,"pl. de Còrdova, 14-15",
560,c. de Tàcit,1,"Farmàcia Borrás Urtubia, Teresa",Farmàcies,pharmacy,equipament,41.5513339,2.0853661,,+34937161120,,OSM,,DISTRICTE 1,"c. de Tàcit, 1",
470,c. de Vila Cinca,89,"Farmàcia Escarra Caldes, Pere",Farmàcies,pharmacy,equipament,41.5562216,2.1051443,,+34937162311,,OSM,,DISTRICTE 1,"c. de Vila Cinca, 89",
1587,ctra. de Barcelona,74,"Farmàcia Marcet Vicens, Jordi",Farmàcies,pharmacy,equipament,41.541889,2.1043095,,+34937478020,,OSM,,DISTRICTE 1,"ctra. de Barcelona, 74",
1524,c. de Brutau,187,"Farmàcia Montserrat Marco, M. Antònia",Farmàcies,pharmacy,equipament,41.5379091,2.1164587,,+34937103645,,OSM,,DISTRICTE 1,"c. de Brutau, 187",
770,av. de Polinyà,65,"Farmàcia Borja Fernandez, Laia",Farmàcies,pharmacy,equipament,41.5611258,2.12868,,+34937252920,,OSM,,DISTRICTE 1,"av. de Polinyà, 65",
780,pg. de la Plaça Major,29,Farmàcia Anna Garriga Majó,Farmàcies,pharmacy,equipament,41.5475242,2.1084229,,+34937255353,,OSM,,DISTRICTE 1,"pg. de la Plaça Major, 29",
